Address,City,Postal Code,Fine Amount
85-10 120th Street,Queens,11415,33947.828
300 West 17th Street,Manhattan,10018,13938.344999999998
527 West 143rd Street,Manhattan,10031,44745.27999999999
604 Riverside Drive,New York,10031,19272.55
706 Madison Avenue,New York,10065,40366.562
1 West 126th Street,New York,10035,61035.39199999999
837 Washington Ave,Bronx,10451,134431.547
11-12 44th Drive,Queens,11101,17007.682
273 West 136th Street,New York,10034,28918.137999999995
819 East 173rd Street,Bronx,10460,7547.549999999991
469-479 West 152nd Street,New York,10031,15797.259999999998
1673 Ocean Avenue,Brooklyn,11230,59520.58900000001
108-110 Neptune Avenue,Brooklyn,11235,33317.960999999996
871 Westchester Avenue,Bronx,10459,126609.22999999997
110-14 Astoria Boulevard,Queens,11369,6916.208999999991
647 Howard Avenue,Brooklyn,11212,18065.009000000005
1833 Amsterdam Avenue,New York,10031,25115.418999999998
136-56 39th Avenue,Queens,11354,2291.332999999997
625-663 Howard Avenue,Brooklyn,11212,37001.018
484-490 Sterling Place,Brooklyn,11238,59469.535
1224 Prospect Avenue,Bronx,10459,77742.71300000002
137-40 45th Avenue,Queens,11355,50812.398
3720-3750 87th Street,Queens,11372,63797.39999999999
87-08 Justice Avenue,Queens,113731,26564.896999999997
85 Strong Street,Bronx,10468,58701.37999999999
3405 Putnam Place,Bronx,10467,16550.809
3191 Rochambeau Avenue,Bronx,10467,95774.49
3182 Rochambeau Avenue,Bronx,10467,57888
1064 Carroll Place,Bronx,10456,101178.308
1307 Edward L Grant Highway,Bronx,10452,77827.2
1944 Unionport Road,Bronx,10462,26767.706000000002
1954 Unionport Road,Bronx,10462,1285.059999999989
1201 Ogden Avenue,Bronx,10452,22085.209999999992
196 Rockaway Parkway,Brooklyn,11212,100359.3
214 Rockaway Parkway,Brooklyn,11212,22414.179999999997
3210 Perry Avenue,Bronx,10467,25975.9
314 East 206 Street,Bronx,10467,41392.6
3235 Parkside Place,Bronx,10467,6095.660000000002
44 East 12th Street,New York,10003,15050.478000000001
45-47 Crosby Street,Manhattan,10012,21329.449999999997
202 East 91st Street,Brooklyn,11212,12003.719999999998
3511 Putnam Place,Bronx,10467,20048.878999999997
3273 Parkside Place,Bronx,10467,31712.439999999995
65 East Gunhill Road,Bronx,10467,15771.8
2400 Valentine Avenue,Bronx,10458,9323.05
2532 University Avenue,Bronx,10468,13085.770000000004
733 Arnow Avenue,Bronx,10467,11310.336999999994
2542 University Avenue,Bronx,10468,13300.17
2101 Beekman Place,Brooklyn,11225,15583.396000000006
183 Pinehurst Avenue,New York,10033,21433.300000000007
715 West 172nd Street,New York,10032,30566.203999999998
229-255 West 148th Street,New York,10039,93620.17199999999
205 East 10th Street,Manhattan,10003,10685.562
189 Avenue C,New York,10009,5973.385000000006
610 West 150th Street,New York,10031,19801.179999999997
81 Ocean Parkway,Brooklyn,11218,65481.445
225 East 86th Street,New York,10028,43742.089
195 Garfield Place,Brooklyn,11215,24699.550000000007
12 Warren Street,New York,10007,51511.475999999995
302-340 101st Street,Brooklyn,11209,54247.488
3508 Kings College Place,Bronx,10467,25667.7
44 Butler Place,Brooklyn,11238,50010.54200000001
200 West 24th Street,New York,10011,16443.743
416 Ocean Avenue,Brooklyn,11226,64921.99500000001
132-140 Greene Street,New York,10012,32238.591
88-12 Elmhurst Avenue,Queens,11373,30250.634
1230 Amsterdam Avenue,New York,10027,236858.40000000002
154-46 71st Avenue,Queens,11367,55587.62200000001
509 West 121st Street,New York,10027,139105.4
3675 Broadway,New York,10031,1018.400000000003
45 Linden Blvd,Brooklyn,11226,47369.200999999994
590 Ocean Ave,Brooklyn,11226,37659.49399999999
128-148 Seaman Avenue,New York,10034,34832.294999999984
517 West 121st Street,New York,10027,143962.9
3030 Emmons Avenue,Brooklyn,11235,83793.55
3660 Waldo Avenue,Bronx,10463,33098
121 St Nicholas Ave,New York,10026,77854.67
2026 Westchester Avenue,Bronx,10462,198010.862
17 Post Avenue,Manhattan,10034,6758.356999999991
677 West 204th Street,New York,10034,13815.400000000003
680 East 140th Street,Bronx,10454,18248.79
850 Southern Boulevard,Bronx,10459,14110.065999999997
37-15 Utopia Parkway,Queens,11358,16103.785000000002
50 West 132nd Street,New York,10037,6992.1199999999935
277 Gates Avenue,Brooklyn,11216,29615.340000000007
170-06 Baisley Boulevard,Queens,11434,58298.776999999995
46-52 Wadsworth Terrace,New York,10040,44134.91
559 West 190th Street,Manhattan,10040,8548.194999999994
565 West 190th Street,Manhattan,10040,10838.255
75 Ellwood Street,Manhattan,10040,22694.909999999993
133 Fort George Avenue,New York,10040,9878.814999999995
136-21 Latimer Place,Queens,11354,45242.75499999999
303-305 East 95th Street,New York,10128,18887.836
251 West 39th Street,New York,10018,76874.12499999999
580 8th Avenue,New York,10018,44978.64099999999
78-14 Roosevelt Avenue,Queens,11372,9179.335
37 West 14th Street,New York,10011,32056.15
606-610 West 145th Street,New York,10031,16251.922000000002
1672 Davidson Avenue,Bronx,10453,9353.199999999993
2820 Morris Avenue,Bronx,10468,56069.619999999995
456 West 148th Street,New York,10031,26681.74499999999
1721 Grand Avenue,Bronx,10453,42665.33199999999
170 West 73rd Street,New York,10023,112322.418
175 West 72 Street,New York,10023,53392.96999999999
46-60 Wadsworth Terrace,New York,10040,26651.26
33-25 90th Street,Queens,11372,164119.84999999995
82-15 Britton Avenue,Queens,11373,8673.552000000009
1056 Boynton Avenue,Bronx,10472,24488.5
1101 Manor Avenue,Bronx,10472,9353.199999999993
2830 Grand Concourse,Bronx,10458,48615.401000000005
305 Broadway,New York,10007,14357.09499999999
309-311 West 57th Street,New York,11019,6899.927999999994
2 East 90th Street,New York,10128,30719.5
50 21st Street,Brooklyn,11232,33905.551
41-05 College Point Blvd,Queens,11355,389.6049999999884
38-34 Parsons Boulevard,Queens,11354,31471.105999999996
22 Howard Street,New York,10013,52541.399999999994
90 Pinehurst Avenue,New York,10033,24390.01
558 Grand Concourse,Bronx,10451,153393.41799999998
118-120 5th Avenue,New York,10011,47248.39999999999
122-124 5th Avenue,New York,10011,199482.98599999998
94-96 Mott Street,New York,10013,43871.6
54-56 Franklin Street,Manhattan,10013,18507.074999999997
48 Market Street,New York,10002,1701.5990000000033
118 Baxter Street,New York,10013,29905.249
100 Saint Nicholas Avenue,New York,10026,17362.312999999995
732 West End Avenue,New York,10025,21098.969999999998
600 West 133rd Street,New York,10027,19656.460000000006
145 East 35th Street,New York,10016,28837.871999999996
555 West 170th Street,New York,10032,6549.518000000001
609 West 174th Street,New York,10033,22150.334
514 West 213th Street,New York,10034,5732.185000000004
83-09 Brevoort Street,Queens,11415,10411.934000000003
612 West 178th Street,New York,10033,10332.337999999996
2886 Briggs Ave,Bronx,10456,6396.825000000002
408 8th Avenue,New York,10001,19652.976
136-16 35th Avenue,Queens,11354,5840.993000000006
215 East 201st Street,Bronx,10458,12582.599999999997
1-3 Cabrini Blvd,New York,10033,60080.575
9 Cabrini Blvd,New York,10033,62334.455
201-215 West 15th Street,New York,10011,63747.14999999999
247 Wadsworth Avenue,New York,10033,7210.405999999995
403 Concord Avenue,Bronx,10454,18237.399999999998
411 Wales Avenue,Bronx,10454,22592.4
41-42 College Point Boulevard,Queens,11355,26754.507
1-9 Cabrini Blvd,New York,10033,15626.744999999977
163-28 Northern Boulevard,Queens,11358,40984.57
350 Cabrini Boulevard,New York,10040,67612.112
515 East 7th Street,Brooklyn,11218,82239.82
736 West 186th Street,New York,10033,4257.983999999994
736 West 187th Street,New York,10033,31625.943
1 West 34th Street,New York,10001,42466.676999999996
2082-2090 7th Avenue,New York,10027,90783.66
3 West 35th Street,New York,10001,11030.008999999996
42-24 Orchard Street,Queens,11101,289413.937
656 West 204th Street,New York,10034,7306.349999999997
170 East 94th Street,New York,10128,679.3799999999991
215 West 92nd Street,Manhattan,10025,25956.537000000004
301 West 108th Street,New York,10025,217218.28800000003
309 West 104th Street,Manhattan,10025,47136.84500000001
31 Nagle Avenue,New York,10040,7189.099999999982
395 Riverside Drive,Manhattan,10025,126604.80799999999
600 West 115th Street,Manhattan,10025,36921.02
137 Central Park North,New York,10026,30444.733
30 Bogardus Place,Manhattan,10040,5045.0329999999985
131 West 85th Street,Manhattan,10024,18373.409999999996
210 West 103rd Street,Manhattan,10025,31760.948
504 West 111th Street,Manhattan,10025,25977.105999999996
22-14 37th Avenue,Queens,11101,20704.34
145 East 125th Street,New York,10035,18699.029999999995
100 Park Terrace West,New York,10034,20620.59
124 West 93rd Street,New York,10025,17507.300999999992
300 Manhattan Avenue,New York,10026,10744.455
4941 Broadway,New York,10034,22800.300999999996
69 Pinehurst Avenue,Manhattan,10033,39778.57
213-215 East 43rd Street/222 East 44th Street,New York,10017,393418.57300000003
95 Christopher St & 218 West 10th St,New York,10003,216152.653
95 Christopher Street,New York,10014,186948.02300000002
687 West 204th Street,New York,10034,65010.166999999994
96-100 Arden Street,New York,10040,66799.536
1265-1269 Olmstead Ave,Bronx,10462,62174.793999999994
1266-1268 Olmstead Ave,Bronx,10462,78273.28600000002
1541-1551 Williamsbridge Road,New York,10461,52325.66
250 Fort Washington Ave,New York,10032,35483.200000000004
280 Fort Washington Ave,New York,10032,39149.708000000006
3085-97 Brighton 13th Street,Brooklyn,11235,18927.232000000007
647-651 West 171st Street,New York,10032,16673.218000000004
251 West 81st Street,New York,10024,27902.685999999998
929-935 Saint Nicholas Avenue,New York,10032,54531.43399999999
5110 19th Avenue,Brooklyn,11204,45854.93399999999
41-08 Parsons Boulevard,Queens,11355,81714.138
45-36 39th Place,Queens,11104,2674.3719999999958
3310 Hull Avenue,Bronx,10467,19188.800000000007
1447 Macombs Road,Bronx,10452,19188.800000000007
43-06 46th Street,Queens,11104,5693.660000000002
37-41 81st Street,Queens,11372,28290.08
111 East 26th Street,New York,10010,12508.364000000001
111 East 7th Street,Manhattan,10009,14260.682
175 Lexington Avenue,Manhattan,10016,19876.756
20 Magaw Place,Manhattan,10033,20246.997999999996
2504 Olinville Avenue,Bronx,10467,6061.959000000006
255 Fort Washington Avenue,Manhattan,10032,31670.766000000007
265 West 81st Street,Manhattan,10024,40434.433000000005
270 Fort Washington Avenue,Manhattan,10032,44705.482
289 Convent Avenue,Manhattan,10031,24837.837999999996
305 Convent Avenue,Manhattan,10031,19504.637999999995
310 East 74th Street,Manhattan,10021,38053.587999999996
452 West 149th Street,New York,10031,44437.616
55 Cooper Street,Manhattan,10034,11925.865999999996
555 West 156th street,Manhattan,10032,1706.7579999999955
555 West 160th Street,Manhattan,10032,24129.38000000001
568 Pacific Street,Brooklyn,11217,17681.3
609 West 196th Street,Manhattan,10040,18701.978000000003
614 West 152nd Street,Manhattan,10031,4529.334000000006
679 Waring Avenue,Bronx,10467,27424.574
686 West 204th Street,Manhattan,10034,29250.458
710 West 173rd Street,Manhattan,10032,4411.28000000001
2327 Grand Concourse,Bronx,10468,5004.900000000003
47-25 40th Street,Queens,11104,13346.400000000003
47-39 40th Street,Queens,11104,33312.4
150 West 21st Street,New York,10011,46090.841
25 Eastern Parkway,Brooklyn,11238,34838.659999999996
214-216-218 6th Avenue,Brooklyn,11215,9901.796
131 West 35th Street,New York,10001,68526.19299999998
452-460 West 149th Street,New York,10031,17455.040999999994
1587 E 19th Street,Brooklyn,11230,61051.337999999996
780 E 138th St,Bronx,10454,96911.48000000001
455 E 138th street,Bronx,10454,26821.506999999994
249 East 48th Street,New York,10017,71836.261
130 East 75th Street,New York,10021,33092.23799999998
127 West 82nd Street,New York,10024,24474.631
611 West 156th Street,New York,10032,12357.07799999999
595 Main Street,New York,10044,425860.44200000004
2307 BEVERLEY RD,BROOKLYN,11226,210649.40699999998
2558 Grand Concourse,Bronx,10458,837.5
10 Woodward Ave,Queens,11385,6522.918999999998
10-14 Woodward Ave,Queens,11385,12295.438
104 West 27th St,New York,10001,59549.6
341-355 Kingsland Ave,Brooklyn,11222,177978.8
55-57 East 76th Street,New York,10021,21355.445999999996
108-110 West 25th Street,New York,10001,5179.099999999997
8-18 E. 110th St.,NEW YORK,10029,44757.60800000001
215-17 E. 121st St.,NEW YORK,10035,28980.046000000002
1619 Boston Road,Bronx,10460,152584.125
1449 Shakespeare Avenue,Bronx,10452,54718.900000000016
1111 Pugsley Avenue,Bronx,10472,153039.72499999998
916 Eagle Avenue,Bronx,10456,108593.59999999998
2545 Gunther Avenue,Bronx,10469,206837.37499999997
3630 Third Avenue,Bronx,10456,189765.775
111 Columbia Street,New York,10002,225548.8
433 East 100th Street,New York,10029,146569.19999999998
212 West 120th Street,New York,10027,88584.72
320 East 96th Street,New York,10128,92942.40000000001
234 West 109th Street,New York,10025,138969.725
19 East 103rd Street,New York,10029,77472.09999999998
511 West 182nd Street,New York,10033,97658.53000000001
419 East 66th Street,New York,10065,39127.99999999999
20 West 112th Street,New York,10026,87796.8
500 West 138th Street,New York,10031,113197.84
242 West 144th Street,New York,10030,26462.31999999999
351 West 18th Street,New York,10011,215807
240 2nd Avenue,New York,10010,39075.740000000005
145 West 84th Street,New York,10024,266727
1257 Ogden Avenue,Bronx,10452,72933.52000000002
4318 Katonah Avenue,Bronx,10470,100151.59999999999
165 Brown Place,Bronx,10454,86886.94000000002
1550 Vyse Avenue,Bronx,10460,29526.90000000002
681 Kelly Street,Bronx,10455,86825.3
459 East 176th Street,Bronx,10457,23380.320000000003
1400 Needham Avenue,Bronx,10469,19199.519999999997
1935 Bussing Avenue,Bronx,10466,45440.740000000005
980 Mace Avenue,Bronx,10469,89013.52000000002
1300 Boynton Avenue,Bronx,10472,116499.6
511 7th Avenue,Brooklyn,11215,53975.20000000001
6015 18th Avenue,Brooklyn,11204,57325.2
170 Gates Avenue,Brooklyn,11238,44273.599999999984
51 Saint Edwards Street,Brooklyn,11205,46965.325
215 Heyward Street,Brooklyn,11206,107173.20000000003
9115 5th Avenue,Brooklyn,11209,30310.800000000007
364 Sackman Street,Brooklyn,11212,96185.2
725 East 23rd Street,Brooklyn,11210,34411.200000000026
16-66 Hancock Street,Queens,11385,75764.94000000002
171-05 137th Avenue,Queens,11434,38853.3
85-52 85th Street,Queens,11421,63057.384999999995
213-10 92nd Avenue,Queens,11428,101503.593
145-01 119th Avenue,Queens,11436,152918.12
203-02 109th Avenue,Queens,11412,89994.40000000001
116-01 116 Avenue,Queens,11434,46160.32
142-10 Linden Boulevard,Queens,11436,79296.175
7109 6th Avenue,Brooklyn,11209,68429.847
528 Ridgewood Avenue,Brooklyn,11208,77559.20000000001
574 Dumont Avenue,Brooklyn,11207,88279.2
1225 69th Street,Brooklyn,11219,89244.00000000001
1023 New York Avenue,Brooklyn,11203,72440.4
3314 Neptune Avenue,Brooklyn,11224,62792.4
1600 Park Place,Brooklyn,11233,670
982 Hegeman Avenue,Brooklyn,11208,67080.4
4011 Fillmore Avenue,Brooklyn,11234,79301.2
87 Bay 49th Street,Brooklyn,11214,86001.2
4200 16th Avenue,Brooklyn,11204,128157.6
1633 East 8th Street,Brooklyn,11223,84473.59999999998
108 Montrose Avenue,Brooklyn,11206,80078.40000000001
60 Cook Street,Brooklyn,11206,112694
101 Park Avenue,Brooklyn,11205,180524.80000000005
985 Rockaway Avenue,Brooklyn,11212,161121.6
180 6th Avenue,Brooklyn,11217,53573.20000000001
135 Schenck Avenue,Brooklyn,11207,49446
345 Dean Street,Brooklyn,11217,112774.40000000002
1300 Greene Avenue,Brooklyn,11237,215793.59999999998
3787 Bedford Avenue,Brooklyn,11229,78792.00000000006
1601 80th Street,Brooklyn,11214,176585.2
5800 Tilden Avenue,Brooklyn,11203,272341.60000000003
107-01 Otis Avenue,Queens,11368,112678.925
141-11 Holly Avenue,Queens,11355,108489.88399999999
187-01 Foch Boulevard,Queens,11412,36931.73999999999
135-21 241st Street,Queens,11422,10754.840000000006
79-15 Penelope Avenue,Queens,11379,49494.307
40-01 43rd Avenue,Queens,11104,19074.899999999987
33-52 62nd Street,Queens,11377,28330.078999999998
218-12 Hartland Avenue,Queens,11364,54098.145
16-10 Utopia Parkway,Queens,11357,76900.925
64-20 175th Street,Queens,11365,141971.325
85-05 144th Street,Queens,11435,135003.325
93-11 101 1st Avenue,Queens,11416,249600.12499999997
37-02 47th Avenue,Queens,11101,243089.06499999997
105-25 Horrace Harding Expressway,Queens,11368,94401.325
121-10 Rockaway Boulevard,Queens,11420,223753.2
80-55 Cornish Avenue,Queens,11373,67638.175
83-34 Kew Gardens Road,Queens,11415,17420.67
50 Jefferson Street,Staten Island,10304,31018.320000000003
80 Maple Parkway,Staten Island,10303,109283.7
225 Cleveland Avenue,Staten Island,10308,161287.55899999998
4125 Carpenter Avenue,Bronx,10466,65777.92
890 Cauldwell Avenue,Bronx,10456,29314.175000000007
1245 Washington Avenue,Bronx,10456,108122.92499999999
470 Jackson Avenue,Bronx,10455,51316.97500000001
122 Henry Street,New York,10002,87736.5
509 West 129th Street,New York,10027,105736.71999999999
100 West 77th Street,New York,10024,138058.525
103 West 107th Street,New York,10025,97257.2
610 East 12th Street,New York,10009,47902.319999999985
240 East 109th Street,New York,10029,68281.375
143 Baxter Street,New York,10013,43664.90499999999
327 Cherry Street,New York,10002,135092.1
100 Attorney Street,New York,10002,72776.27099999998
220 East 76th Street,New York,10021,168196.80000000002
350 Grand Street,New York,10002,230845.81999999995
549 Audubon Avenue,New York,10040,120814.40000000005
40 Division Street,New York,10002,80545.72499999998
100 Hester Street,New York,10002,171006.98100000003
411 East 76th Street,New York,10021,60076.22000000001
577 East 179th Street,Bronx,10457,51386.32
