Address 1,City,Postal Code,Largest Property Use Type - Gross Floor Area (ft²),Natural Gas Use (therms),Electricity Use - Grid Purchase (kWh),Green Power - Offsite (kWh),Net Emissions (Metric Tons CO2e),Avoided Emissions - Onsite and Offsite Green Power (Metric Tons CO2e),Water Use (All Water Sources) (kgal),Latitude,Longitude
111 Fourth Avenue,New York,10003,165000,101662.5582,1255861.4,0,902.2,0,7840.7,40.732423,-73.990095
365 Bridge Street,Brooklyn,11201,333581,208805.9858,3921171.6,0,2240.1,0,Not Available,40.692459,-73.985255
300 East 23rd Street,New York,10010,107570,54113.68867,1835657.5,0,816.9,0,3413.4,40.73773,-73.980554
200 West 79th Street,New York,10024,357000,146421.559,1757722.6,0,1284.7,0,10635.8,40.783237,-73.978565
1212 Fifth Avenue,New York,10029,113035,11140.96994,663676.7,0,250.6,0,1783.4,40.791505,-73.95312
137-139 West 25th Street,New York,10001,74150,1373.75483,740396.1,0,343.8,0,Not Available,40.744681,-73.99302
2000 Broadway,New York,10023,287538,5884.921676,2892623,0,1275.2,0,7023.8,40.775608,-73.982149
302 West 86th Street,New York,10024,89157,33954.087,305174.1,0,268.4,0,1489.4,40.788971,-73.978094
32 West 18th Street,New York,10011,80730,22165.03746,867234.9,0,367.9,0,2244.5,40.738999,-73.992989
1 West 67th Street,New York,10023,218360,141397.3914,1054108.4,0,1055.1,0,5831.8,40.773219,-73.978702
211 West 61st Street,New York,10023,117357,55694.20691,2658164.5,0,1062.6,0,1598.7,40.771911,-73.987245
110-11 Queens Boulevard,Queens,11375,518895,549267.957,2805358.6,0,3726.6,0,Not Available,40.719923,-73.840507
2915 West 5th Street,Brooklyn,11224,492050,56395.4101,2212228.5,0,937.7,0,Not Available,40.578926,-73.972101
440 Neptune Avenue,Brooklyn,11224,624806,113053.9964,2432530.9,0,1302.2,0,96,40.580062,-73.969188
460 Neptune Avenue,Brooklyn,11224,624800,944578.9553,2575752.7,0,5760.1,0,48671.4,40.579777,-73.970923
141 Barrow Street,New York,10014,215890,Not Available,2392184.7,0,690,0,Not Available,40.731962,-74.009814
726 Washington Street,New York,10014,118350,Not Available,1217180,0,351.1,0,3391.7,40.735843,-74.00835
140 West End Avenue,New York,10023,665079,14949.66669,3903822.7,0,2713.9,0,21259.4,40.776111,-73.987161
150 West End Avenue,New York,10023,507879,10393.17661,3007302.2,0,2222.9,0,Not Available,40.776706,-73.986727
180 West End Avenue,New York,10023,521080,116050.2004,2290235,0,2240.3,0,20137.9,40.777552,-73.98611
205 West End Avenue,New York,10023,641427,148508.1397,1943204.4,0,3302.7,0,21050.6,40.778573,-73.986377
120 Riverside Boulevard,New York,10069,370686,213137.7199,2861068.6,0,1957.4,0,Not Available,40.776668,-73.989233
115 Central Park West,New York,10023,617569,322229.6278,3185889.2,0,2671.5,0,674.7,40.775878,-73.976217
87-56 Francis Lewis Boulevard / 204-15 Foothill Avenue,Queens,11427,215852,134044.0002,1034588.2,0,1010.4,0,7649.1,40.722524,-73.760862
87-15 204th Street / 87-40 Francis Lewis Boulevard,Queens,11427,208252,140627.0008,944125.7,0,1019.3,0,8836.3,,
87-50 204th Street / 202-35 Foothill Avenue,Quuens,11427,215852,126042.0029,1168844.6,0,1006.6,0,9667.1,,
87-10 204th Street / 87-30 204th Street / 86-70 Francis Lewis Boulevard,Queens,11474,323778,176063.0055,1480513.8,0,1487.6,0,13131.1,,
200 East 32nd Street,New York,10016,191151,52643.36693,2956973.9,0,1132.6,0,Not Available,40.74432,-73.978787
201 East 21st Street,New York,10010,279571,109598.2068,1947283.2,0,1143.8,0,Not Available,40.737412,-73.98374
433 East 56th Street,New York,10022,91282,702.218178,914918.8,0,267.6,0,Not Available,40.757287,-73.962551
333 East 69th Street,New York,10021,173670,61142.80701,952615.6,0,599.5,0,6966.6,40.766313,-73.958441
315 West 70th Street,New York,10023,258974,5264.09808,1759516.5,0,1161.5,0,9875,40.778748,-73.986073
3 Hanover Square,New York,10004,228121,184564.7157,1650161.9,0,1456.3,0,13592.9,40.704808,-74.009623
130 Water Street,New York,10005,89504,8976.29602,1367857.9,0,800.7,0,Not Available,40.705522,-74.006929
122 East 82nd Street,New York,10028,53275,29949.5792,201402.8,0,217.2,0,1404.8,40.777188,-73.958149
1270 Fifth Avenue,New York,10029,212000,142794.3107,1002427.5,0,1047.6,0,7400.5,40.795745,-73.950029
200 East 36th Street,New York,10016,118007,2630.215036,638489.1,0,541.1,0,5058.2,40.746946,-73.977061
20 East 35th Street,New York,10016,190512,112781.9553,1157333.8,0,932.9,0,5192.2,40.748328,-73.982247
425 Fifth Avenue,New York,10016,166749,97480.25596,2030414.9,0,1103.4,0,Not Available,40.7509,-73.982131
401 East 65th Street,New York,10065,139687,58177.37379,1519166.9,0,747.2,0,5873.5,40.763272,-73.958995
400 East 85th Street,New York,10028,212923,91095.73083,1101179.5,0,801.5,0,9279.9,40.776164,-73.94982
2250 Broadway,New York,10024,115553,60706.10611,1637336.5,0,794.7,0,10626.1,40.784879,-73.979193
245 East 72nd Street,New York,10021,134722,2750.264557,502055,0,570,0,3482.3,40.769317,-73.959558
300 East 74th Street,New York,10021,349604,168349.4201,1895476.7,0,1440.9,0,7537.2,40.769963,-73.957053
157 Hudson Street,New York,10013,64231,27776.99352,614524,0,324.8,0,1462.7,40.721647,-74.008298
211 Thompson Street,New York,10012,65100,28864.87668,373119.9,0,260.9,0,3503.1,40.728852,-73.999325
7-11 East 13th Street,New York,10003,42384,36729.00641,498645.7,0,338.9,0,2231.7,40.735102,-73.993592
25 West 13th Street,New York,10011,151600,61627.70596,626845.7,0,528.7,0,4704.1,40.735755,-73.99515
520 West 23rd Street,New York,10011,102033,27988.07963,724795.5,0,357.7,0,3236.8,40.748129,-74.005233
420 West 25th Street,New York,10001,94597,31167.86402,1064878.7,0,472.7,0,7028.6,40.74811,-74.001223
263 9th Avenue,New York,10001,95844,32393.56634,877148.7,0,425.1,0,3194.3,40.748178,-74.000112
201 West 27th Street,New York,10011,60945,22259.12474,701546.5,0,320.6,0,1864.1,40.746663,-73.993897
130 West 30th Street,New York,10001,93190,34356.05957,1063073.7,0,489.1,0,4718.9,40.747706,-73.99066
16 West 16th Street,New York,10011,444643,243288.1497,1747347.3,0,1796.2,0,14631.9,40.737666,-73.993469
5 East 22nd Street,New York,10010,361635,244479.0485,2927745.4,0,2143.1,0,16022.5,40.740426,-73.988976
325 Fifth Avenue,New York,10016,311564,29049.87886,3339631.6,0,1850.3,0,6207.2,40.747428,-73.985282
10 Park Avenue,New York,10016,221098,9531.470311,1180703.7,0,1247.8,0,Not Available,40.747339,-73.981165
81 Irving Place,New York,10003,79092,37433.97415,271396.9,0,277.1,0,2375.1,40.737143,-73.986483
4 Lexington Avenue,New York,10010,128320,85054.23304,485719,0,591.9,0,4114.3,40.738461,-73.985515
160 East 38th Street,New York,10016,302706,5398.190054,2900560.2,0,1937.8,0,16530.5,40.74842,-73.976721
155 East 38th Street,New York,10016,152755,2900.825809,1615866.6,0,1078.4,0,Not Available,40.748434,-73.976714
245 East 25th Street,New York,10010,188847,4294.17288,1001937.6,0,1068.9,0,Not Available,40.739684,-73.981167
200 East 27th Street,New York,10016,238926,165178.1519,1850137.7,0,1411,0,20690.5,40.741271,-73.981145
201 East 36th Street,New York,10016,101938,4245.311868,1484410.6,0,1292.3,0,5952.1,40.74696,-73.97705
340 East 23rd Street,New York,10010,172800,17398.7135,2220508.7,0,1042.3,0,10001.5,40.737411,-73.979803
30 West 60th Street / 345 West 58th Street,New York,10019,519600,346697.5845,2977592.6,0,2782.3,0,21844.6,,
150 West 51st Street,New York,10019,380801,338976.9048,4687736.8,0,3270.4,0,Not Available,40.761431,-73.982142
350 West 53rd Street,New York,10019,52600,29817.29944,660237.8,0,348.8,0,2478.3,40.764769,-73.986181
322 West 57th Street,New York,10019,696497,529470.1974,4655197.1,0,4155.1,0,Not Available,40.767077,-73.983755
347 West 57th Street,New York,10019,237468,548124.3016,3180571.3,0,3828.8,0,8764.2,40.767297,-73.984231
333 West 57th Street,New York,10019,183437,80548.31755,852013.3,0,673.6,0,2741.7,40.767176,-73.983946
50 Central Park West,New York,10023,132462,66475.11043,573676,0,518.6,0,2360.1,40.77169,-73.979273
45 West 67th Street,New York,10023,169635,106686.1677,2186911.6,0,1197.5,0,6702.4,40.773595,-73.979594
41 West 72nd Street,New York,10023,99456,907.604248,552992.5,0,588.5,0,6784.2,40.777048,-73.97791
135 West 70th Street,New York,10023,98110,48122.51103,983175.2,0,539.2,0,3729.8,40.776692,-73.981113
112 West 72nd Street,New York,10023,46142,63608.26445,272752.4,0,416.5,0,2712.4,40.777581,-73.979213
375 West End Avenue,New York,10024,81410,46280.73793,284020.6,0,327.7,0,1002.8,40.78348,-73.981804
225 Central Park West,New York,10024,261030,6544.37501,1346226,0,1059.4,0,6918,40.783101,-73.970946
35 West 92nd Street,New York,10025,105625,59843.60059,355282.2,0,420.3,0,3061,40.78957,-73.967632
50 West 96th Street,New York,10025,115910,53911.76772,300156.7,0,372.9,0,2607,40.792199,-73.965984
55 West 95th Street,New York,10025,69305,33218.52615,196341.6,0,233.1,0,3661.1,40.791848,-73.96719
102 West 85th Street,New York,10024,64429,1115.939402,274194.8,0,429.1,0,1900.2,40.785995,-73.973144
221 West 82nd Street,New York,10024,161929,105553.1602,936816,0,830.9,0,Not Available,40.785532,-73.977904
2373 Broadway,New York,10024,470720,2782.931843,3227913.2,0,2450.8,0,14654,40.788718,-73.976166
588 West End Avenue,New York,10024,69025,1248.767029,211643.6,0,376.6,0,1293.3,40.790552,-73.976627
250 West 89th Street,New York,10024,157606,2009.892082,1072294.4,0,973,0,6112.3,40.790362,-73.975407
250 West 90th Street,New York,10024,153253,117395.8539,1401469.3,0,1027.8,0,Not Available,40.791067,-73.975128
639 West End Avenue,New York,10024,94289,50830.09461,298298.1,0,356,0,2278.8,40.792176,-73.975475
685 West End Avenue,New York,10025,166723,8794.77171,549921,0,761.5,0,3918.3,40.793521,-73.974485
150 East 49th Street,New York,10017,62700,31098.54767,230248,0,231.6,0,1884.2,40.755643,-73.972305
212 East 47th Street,New York,10017,228085,12287.03057,1700759.5,0,1416.3,0,9764.3,40.753714,-73.971612
301 East 45th Street,New York,10017,78428,61002.4757,610906,0,500.2,0,4986.5,40.751611,-73.970451
317-321 East 50th Street,New York,10022,100170,60559.21987,331190.2,0,417.2,0,3228.6,40.754621,-73.967891
322 East 57th Street,New York,10022,88241,11162.97609,859428.5,0,604.1,0,Not Available,40.758869,-73.964272
333 East 57th Street,New York,10022,105000,1211.188126,324889.4,0,364.9,0,2156.6,40.758775,-73.964005
400 East 54th Street,New York,10022,207294,3451.800078,1247569.2,0,1313.9,0,6449.7,40.756237,-73.963995
50 Sutton Place South,New York,10022,319696,3071.969657,1368201.8,0,1627.6,0,7889.7,40.755731,-73.961895
521 Park Avenue,New York,10022,45957,467.9483955,573086.2,0,512.3,0,2533.3,40.76372,-73.969197
166 East 63rd Street,New York,10065,171390,2356.867424,1032291.2,0,998.6,0,4787.9,40.764394,-73.965579
157 East 74th Street,New York,10021,32220,36850.70509,777610.4,0,420,0,1910.6,40.77154,-73.960749
350 East 62nd Street,New York,10065,67599,24001.10112,744362.6,0,661.2,0,Not Available,40.761849,-73.961483
315 East 65th Street,New York,10065,154635,102945.8099,764756.8,0,767.4,0,6469,40.764124,-73.961013
310 East 70th Street,New York,10021,119000,2523.800048,588234.7,0,602.3,0,4784.5,40.767233,-73.958722
300 East 71st Street,New York,10021,323151,6210.30359,2041095.2,0,1722.5,0,16168.4,40.767963,-73.958512
305 East 72nd Street,New York,10021,175387,100385.208,1385912.8,0,943,0,Not Available,40.768654,-73.957992
343 East 74th Street,New York,10021,188767,1540.378481,1200950.6,0,1169.2,0,7314.5,40.769678,-73.956334
404 East 76th Street,404 East 76th Street,10021,180615,126751.4121,1811599.3,0,1195.8,0,13168.7,40.770215,-73.953717
178 East 80th Street,New York,10075,138875,2409.017039,809407.3,0,949.3,0,5690.1,40.775244,-73.957475
969 Park Avenue,New York,10028,139354,79381.33927,595296.8,0,593.3,0,3168,40.777905,-73.958849
152 East 94th Street,New York,10128,141668,55378.09634,449839.3,0,423.9,0,2986.2,40.784404,-73.951518
401 East 84th Street,New York,10028,116206,2594.372589,691745,0,570.3,0,6616.3,40.775428,-73.949994
60 East End Avenue,New York,10028,351076,262065.8414,1793305.3,0,1909.2,0,Not Available,40.772501,-73.946559
500 East 83rd Street,New York,10028,278640,212564.5799,1398679.9,0,1532.5,0,11443.9,40.773822,-73.948204
55 East End Avenue,New York,10028,224000,103976.0207,879556.9,0,806,0,6071.2,40.77216,-73.946783
130 Malcolm X Blvd,New York,10026,380246,138858.6354,4022513.3,0,1897.9,0,13347.5,40.802359,-73.949425
392 Central Park West,New York,10025,406450,190451.1377,1557615.8,0,1460.9,0,7983.8,40.793779,-73.963159
207-215 West 98th Street,New York,10025,151729,86347.16015,840037.3,0,700.9,0,3666.4,40.795551,-73.969839
885 West End Avenue,New York,10025,106011,61111.01105,391009.1,0,437.4,0,2678,40.79986,-73.969859
390 Riverside Drive,New York,10025,167786,73793.11971,400379.4,0,507.4,0,4844.9,40.805442,-73.967418
300 West 145th Street,New York,10030,254232,100469.0751,2989939.3,0,1396.1,0,10428.5,40.822892,-73.942071
84-25 Elmhurst Avenue,Queens,11373,137104,99786.99921,567574.8,0,693.7,0,10964.9,40.742624,-73.880269
67-87 - 68-09 Booth Street,Queens,11375,137060,69827.99931,310593.2,0,470.7,0,3735,,
78-10 34th Avenue,Queens,11372,75833,44487.00192,206620.5,0,295.9,0,1713,40.753353,-73.888547
34-20 79th Street,Queens,11372,75833,43343.00059,208123.8,0,290.2,0,Not Available,40.752842,-73.887729
34-40 79th Street,Queens,11372,75833,43913.00231,208306.4,0,293.3,0,Not Available,40.75257,-73.887679
78-11 35th Avenue,Queens,11372,75833,40749.99697,208091.6,0,276.5,0,2084.1,40.751426,-73.888193
34-41 78th Street,Queens,11372,75833,43177.00274,193183.4,0,285.1,0,2032.5,40.752472,-73.888585
34-21 78th Street,Queens,11372,75833,44210.99762,203112.3,0,293.4,0,2280.1,40.752744,-73.888635
80-35 Springfield Boulevard,Queens,11427,107076,59080.10971,365347.1,0,419.2,0,3248.8,40.735127,-73.746275
226-26 Union Turnpike,Queens,11364,214152,134810.9336,788039.8,0,943.4,0,7375.9,40.736278,-73.744199
213-05 75th Ave,Queens,11364,567924,293808.9052,1874519.6,0,2101.3,0,Not Available,40.738297,-73.758911
212-03 75th Avenue,Queens,11364,243396,146360.5312,855915.2,0,1024.3,0,Not Available,40.73778,-73.760814
213-06 75th Avenue,Queens,11364,752308,313237.325,2324710.8,0,2334.3,0,26955.1,40.738283,-73.758903
73-11 Bell Boulevard,Queens,11364,189308,103126.2352,680500.5,0,744,0,Not Available,40.7405,-73.758123
75-05 210 Street,Queens,11364,243396,113995.2682,989083.6,0,890.8,0,11037.2,40.737045,-73.76257
22 Riverside Drive,New York,10023,52672,465.329026,197060.9,0,296.7,0,810.2,40.78213,-73.984917
124 East 79th Street,New York,10075,75789,724.464912,568045.5,0,482.3,0,4147.2,40.775251,-73.959605
151 West 21st Street,New York,10011,56378,14683.59409,392635.9,0,191.2,0,1619.5,40.742233,-73.995175
310 Lexington Avenue,New York,10016,116914,1691.083887,584876.6,0,467.5,0,3752.9,40.748785,-73.977999
514 West End Avenue,New York,10024,69072,1183.878804,271533,0,370.5,0,2230.9,40.788098,-73.978419
473 West End Avenue,New York,10024,100435,1295.952689,359226.6,0,437.2,0,2422.9,40.786682,-73.979485
420 East 55th Street,New York,10022,218285,2730.066656,797499.5,0,1337,0,10646.5,40.756722,-73.963219
241 East 76th Street,New York,10065,70680,5960.88783,513548.8,0,628.7,0,6218.6,40.771929,-73.957734
444 East 75th Street,New York,10021,137820,118564.6267,717901.7,0,836.8,0,7909.4,40.76879,-73.952555
21 East 87th Street,New York,10128,200942,92294.64631,1130240.7,0,816.2,0,Not Available,40.781841,-73.95902
1120 Fifth Avenue,New York,10128,173200,74475.46826,849674,0,640.7,0,2849.2,40.786231,-73.95697
14-01 - 14-15 Bonnie Lane,Queens,11360,182305,69546.84087,866954.5,0,619.5,0,Not Available,,
605-611 West 111th Street,New York,10025,57792,42329.0232,181961.8,0,277.3,0,Not Available,40.805105,-73.966859
1485 Pacific Street,Brooklyn,11216,193000,17049.99974,3137240.2,0,995.5,0,Not Available,40.677258,-73.942389
510 Waverly Avenue,Brooklyn,11238,76437,27270.99926,868624.4,0,395.4,0,Not Available,40.682645,-73.965762
30 Crosby Street,New York,10013,56807,29962.89048,518142.1,0,308.6,0,2655.6,40.720785,-73.999582
31 Jane Street,New York,10014,93330,1564.232986,490143.1,0,149.7,0,3369.8,40.738146,-74.003594
430 West 34th Street,New York,10001,110570,3281.03377,502339.2,0,610.8,0,Not Available,40.753816,-73.997354
245 Seventh Avenue,New York,10001,63834,29486.46913,455209.2,0,287.9,0,1672.5,40.744802,-73.995114
240 East 35th Street,New York,10016,93580,72316.14507,445546.4,0,512.6,0,3695.7,40.745818,-73.9763
160 West 66th Street,New York,10023,408294,1994.460785,11647847.6,0,4289.2,0,58785.8,40.774428,-73.98354
243 West 60th Street,New York,10023,74226,43351.10204,904462.9,0,491.2,0,3136,40.771824,-73.988974
255 East 49th Street,New York,10017,181069,6180.181919,1349962.8,0,1107.9,0,Not Available,40.754696,-73.970013
196 East 75th Street,New York,10021,166005,71590.2514,1078644.8,0,691.4,0,5352.9,40.771811,-73.959478
150 East 85th Street,New York,10028,91244,67969.15934,1086897.8,0,674.5,0,5584.2,40.778639,-73.955689
145 Park Place,Brooklyn,11217,77770,9984.99967,528307.1,0,205.4,0,1796.2,40.678003,-73.973952
181 Clermont Avenue/174 Vanderbilt Avenue,Brooklyn,11205,105990,38369.99576,749990.8,0,420.1,0,Not Available,,
4-74 48th Avenue,Queens,11109,505505,287201.3084,3603638.3,0,2564.9,0,Not Available,40.74458,-73.956448
330 East 38th Street,New York,10016,810221,173909.4998,6721695.5,0,6390,0,67571.9,40.746742,-73.972741
300 West 72nd Street,New York,10023,32940,14581.4495,177210.2,0,128.6,0,752.5,40.779876,-73.984661
315 East 77th Street,New York,10075,44317,20863.90634,183023.5,0,163.6,0,1509,40.77178,-73.95542
15 West 72nd Street,New York,10023,674192,443468.3926,3206332.1,0,3280.4,0,19429.2,40.77671,-73.977102
34 North 7th Street,Brooklyn,11249,268010,94941.99937,2295369.6,0,1166.4,0,8200.1,40.720527,-73.962056
530 East 76th Street,New York,10021,372489,3474.182067,2578070.2,0,2553.5,0,Not Available,40.769077,-73.95101
68 Bradhurst Avenue,New York,10039,206168,74977.93358,2280192.5,0,1056,0,9364.9,40.823611,-73.942641
58 West 58th Street,New York,10019,212226,1145.441202,1284080.4,0,1565.8,0,14687.3,40.764493,-73.97551
102 Bradhurst Avenue,New York,10039,188480,115322.6873,951103.2,0,886.9,0,6330.3,40.824731,-73.941813
181 East 73rd Street,New York,10021,179755,3006.014238,900288.2,0,890.1,0,7927.1,40.770689,-73.960691
1901 Madison Avenue,New York,10035,170653,107153.7655,865609.9,0,818.8,0,7084.1,40.804118,-73.941881
350 East 30th Street,New York,10016,127034,70574.38832,448314.9,0,504.2,0,4917.7,40.741635,-73.976219
540 West 49th Street/545 West 48th Street,New York,10019,100301,36129.72112,989866.5,0,477.4,0,3290.7,,
120 East 90th Street,New York,10128,99501,2146.011378,629164.1,0,532.9,0,3107.6,40.782344,-73.954419
210 East 73rd Street,New York,10021,75884,1370.752655,342746.1,0,177.8,0,1820.9,40.770217,-73.959619
415 Washington Street,New York,10013,56205,17792.07398,548044.8,0,252.6,0,Not Available,40.722377,-74.01052
1349 Lexington Avenue,New York,10128,113522,1491.698899,494289.6,0,560.4,0,Not Available,40.78177,-73.953918
9 Barrow Street,New York,10014,97940,26100.30964,843371.4,0,381.9,0,2631.5,40.732695,-74.002508
220 East 60th Street,New York,10022,117039,2658.761293,804815.9,0,1118,0,6425.3,40.761897,-73.965476
60 West 68th Street,New York,10023,62527,1020.323564,263296.7,0,323,0,Not Available,40.774435,-73.979695
200 East 24th Street,New York,10010,159920,67710.49249,870663.7,0,672.2,0,5560.6,40.739459,-73.982603
7 West 92nd Street,New York,10025,45464,3046.319147,181726.3,0,304.7,0,Not Available,40.789312,-73.967018
144 East 36th Street,New York,10016,39491,619.329024,137893.8,0,220.1,0,1079.5,40.747451,-73.978256
296 West 10th Street,New York,10014,39260,25041.51522,215933.7,0,195.3,0,1011.4,40.733282,-74.009248
515 West 23rd Street,New York,10011,39198,11784.626,385983.4,0,173.9,0,791.4,40.748079,-74.005074
324 Pearl Street,New York,10038,38022,23415.74268,236858.5,0,192.7,0,3116.7,40.709074,-74.002207
690 Washington Street,New York,10014,37996,Not Available,550237.1,0,158.7,0,Not Available,40.734353,-74.008483
